B00NIYJF6U|1.0|0|January 28, 2016|The housing that came with the go pro lasted one ...|The housing that came with the go pro lasted one day and the hinge broke off and cracked after closing the case.
B00NIYJF6U|1.0|0|November 17, 2016|What a poor product|Open the camera connected it to my phone. Camera tried to install latest software over WiFi but was not able to install. Called Go-pro for help and was assisted with a manual install that did not help. Go-pro then wanted me to complete the warranty and replace the unit I had. I am returning this product if this is my first introduction to their product and it could not work then I do not want to own this.
B00NIYJF6U|1.0|35|December 26, 2014|Disheartened frozen GoPro owner :(|We're in the Maldives for our once in a lifetime vacation and our brand new GoPro HERO4 isn't working! We tested it out twice before leaving for our trip and it started freezing up as soon as we landed in the Maldives. :( Thankfully our hotel has internet, so we tried all of the troubleshooting steps on GoPro's website to no avail. The camera freezes up even without a SD card inserted, so we believe it's a bad camera. We reached out to GoPro support with a detailed email of issues (including the fact that we're using one of their recommended micro SD cards) and that it freezes up even without a SD card inserted. GoPro support responded with "From the information you have provided, I would say, not for sure yet, that the problem is your SD card, can you please send us a photo to check which one you have." Seriously? We bought the GoPro specifically to take underwater footage of our scuba adventures here. Now we have nothing to document this trip we've saved up for/planned for the past 5 years! So disheartened. :(
B00NIYJF6U|1.0|3|February 24, 2015|GoPro hero 4, severely dissapointing|The camera froze the first time it was used after charging the battery, I would seriously consider buying this model - research all the blogs about this unit freezing.  When I sent it back in I was told that the warranty department had no units available to send.  now that I have experienced this problem I did some research with people that I saw had bought a hero 4 and a majority of people said they had a similar problem.  Quite amazing.  So BEWARE, and do some research before buying.
B00NIYJF6U|1.0|1|November 16, 2016|wi-fi wouldn't turn on|I bought this unit in Dec of 2014, and I probably used it maybe 4 times, nothing strenuous: snowmobiling,Ski trip once and now the wifi on this unit won't turn on no matter what I try. I must give kudos to customer support who really tried to help me out, but without wifi its really inconvenient to use this device. Did a quick google search and seems like there are many folks like me having the same issue.
B00NIYJF6U|1.0|1|March 26, 2015|No reliable|Worked for 2 months and started freezing. Now i am dealing with GoPro support team for an exchange and missing out on capturing the moments for which i paid this money.
B00NIYJF6U|1.0|4|April 17, 2015|After 3 months something going wrong and ita not working ...|After 3 months something going wrong and ita not working properly. No support from amazon or GoPro. Need help in order to check what we should do
B00NIYJF6U|1.0|3|August 22, 2015|IF it works: you will miss basic functions. Mine: a piece of crap|My camera started failing after a few shots, it would freeze every x amount of shots and the only way to get it to work again was to take the battery out -something not very convenient when you are diving or doing anything else u are supposed to be doing- and then it started freezeng every less shots, to rhe point that every 2 to 3 shots, i had to take the battery out... so i returned the piece of crap... at that price range, the camera should have at least some basic functions that cameras 8 years old have and work normally. I will not buying again from Gopro.
B00NIYJF6U|1.0|5|February 27, 2015|Don't buy this garbage camera|This camera is garbage.  I have posted several reviews and this is the first 1 star rating. This camera has crashed from day one.  I should have returned it immediately but hoped that we would get it straightened out.  It freezes all the time, rarely is recognized by the computer when plugged in.  GoPro support is non-existent.  Go to their site and you will see for yourself. My GoPro doesn't suffer from the numerous hardware problems that others have experienced.  It just crashes all the time.  I keep hoping I may be able to connect it to the computer and somehow get a software update to fix this mess.
B00NIYJF6U|1.0|3|December 21, 2015|Camera was a Christmas gift that we bought in august ...|Camera was a Christmas gift that we bought in august. The battery will not charge and now i find out cant return it.
B00NIYJF6U|1.0|0|April 12, 2017|The phone app requires an internet connection.|I mostly used this around my model rail layout but recently needed the phone app again to do some outside shooting. Lo and behold:no internet, no phone app. What in the world is the point of an action cam that requires an internet connection?
B00NIYJF6U|1.0|1|October 1, 2016|Broken after one month|Took it out of its storage case today to use and one of the clear attachments has broken off. I bought it last month in prep for an upcoming trip.
B00NIYJF6U|1.0|1|May 7, 2017|Came with Defective Wifi|When I use my camera with Wifi on, there is a pulsing audio sound captured in the recording. A quick Google search reveals this was a widely known problem by that GoPro was aware of at least a year before I bought by camera. It has been 18 months since I bought my camera. Today is the first time I used the Wifi and I discovered the problem. Even though it's past the warranty period, I'm going to submit a warranty claim to GoPro. I'll update my review if they make it right and fix my camera or send me a new one. If they won't take care of what was a known issue before they sold me my camera because I didn't submit a warranty claim within 12 months, I'll never use their products again. It's a shame because I was happy with this product until I found this out today.
B00NIYJF6U|1.0|2|April 20, 2015|Turns on but the screen does not transmit anything from the lens and does not respond|Because of difficulties in sending the camera received on Wednesday 15 April. Following the instructions of the camera, loaded the battery and put the micro sd 32 gb class 10 brand Samsung. The camera turns on but the screen does not transmit anything from the lens and when menus are manipulated application hangs and does not respond, so you have to turn it off or remove the battery. I need to know how you will resolve this issue me because the product is under warranty for one year. It was acquired by Amazon according to the order No. 109-0544668-4118645, which was delivered to the warehouse in Miami, USA. on 13 January. The order indicates that the product is sold by: Amazon.com LLC. The manufacturer Gopro already been reported under Case #: 01202790. After receiving response procedure to solve the problem, could change my opinion and product qualification.
B00NIYJF6U|1.0|64|December 15, 2014|GoPro Hero4 Silver freezes up - Amazon won't exchange|Camera works sometimes.  Freezes up sometimes and I have to remove the battery to restart it.  Happens usually right after startup before I have a chance to begin recording.  Amazon won't exchange because it's after 30 days, yet GoPro has a 1-year warranty on these cameras.  Very disappointed.  I like the camera; I just want one that works.
B00NIYJF6U|1.0|0|May 21, 2015|Flooded case at 20 feet.  NO GOOD FOR SCUBA|Bought the GoPro for a scuba dive trip to Mexico.  It worked well through 8 dives to 85 feet.  Video was pretty decent with good color using the WoCase Lens Filter.  Photos were not very good in general.  On the 9th dive, in a Cenote (fresh water cave) with a max depth of 25 feet the case flooded about 20 minutes into the dive.  Since I was in a cave I could not surface immediately.  So far, I have been unable to recover the GoPro.  It is sitting in rice.  VERY unhappy with my choice to go with GoPro for SCUBA.
B00NIYJF6U|1.0|1|September 1, 2016|Only use if you are within 2-4 feet of what you are shooting|this is the worst Camera I have ever bought. I have not played with it that much but I brought it with me to Comic con and I will never bring it with me again. I was clade I brought a back up.  I would return it but I already pulled the stickers off. You had better hope what ever you want to film is within 2-3 of you.
B00NIYJF6U|1.0|2|March 25, 2016|Great pics but mine died for no reason after two weeks|Product stopped working right before the vacation I bought it for now I'm stuck with it and wasted 500 dollars between the camera and accessories
B00NIYJF6U|1.0|6|June 12, 2015|So much for a vacation movie.|Decided to splurge for my 5 year belated honeymoon to the Brittish Virgin Islands and get the toy that I have always wanted. When I got it it was amazing, I immediately took it out and filmed my dog, took stills, everything worked great, until it started freezing, so I had to power cycle it a few times, no biggie. When I got home I researched the freezing, and even though the SD card i bought along with the camera was recommended I decided to go for the top of the line just to make sure that nothing would go wrong on the trip. Boy was I wrong, every other time I would try to take a picture it would freeze and I'd have to power cycle it. Every other time in video mode it would start recording, but only record for 7 seconds and then freeze, completely fooling me and the past 10 -20 minutes of footage that I thought I was filming. When the camera did work it was great, but at the end of our 7 day vacation, it just sat in my backpack waiting to be shipped back. I bought the camera 2 days before I left for vacation, so I wasn't able to really see how terrible this camera was going to be. I bought 2 of the recommended SD card, ensured everything was up to date software and firmware wise. I thought this was going to be the perfect beach vacation companion and turned out to be a great paper weight. This is quite a common problem with this device, my advice, STAY AWAY.
B00NIYJF6U|1.0|0|September 14, 2016|One Star|The battery was not inside of the gopro box, so I couldn't take any picture
B00NIYJF6U|1.0|0|January 11, 2017|No very satisfied|Battery exploded
B00NIYJF6U|1.0|4|April 5, 2015|Not recommended, it freezes and you are not able to use it...|The camera worked perfectly for 4 months, then it freezes and you are not able to take pictures. I have purchased two different microSD cards from the Gopro recommended list and updated the camera firmware. Really disappointed with the product and the worst is that I have missed really great shots during different trips, because the camera simply freezes.
B00NIYJF6U|1.0|2|March 30, 2017|I would like to know what you think about this|Estimated provider. I bought the camera a year ago and stopped working a month ago. I quit using it with the official charger. I asked and they tell me that it is the motherboard. I would like to know what you think about this? Thank you
B00NIYJF6U|1.0|0|March 7, 2017|Incomplete Package|Camera arrived with no battery. I will have to buy another and charge it rapidly as I need to use it for an event this evening. Sad oversight for a refurbished camera.
B00NIYJF6U|1.0|2|March 31, 2015|Hero 4 Silver Freezing Issues|I bought the GoPro Hero 4 Silver and I have never been more disappointed in a product! The camera keeps freezing up even after updating the firmware severally. I send my complaint to gopro and they have asked me to send it back for an exchange only problem is that I am in Nigeria and I will probably be charged AGAIN for custom fees. I wish I didnt buy the damn thing! Don't make the same mistake I did!
B00NIYJF6U|1.0|2|August 6, 2016|It is a great little camera if you do not get a lemon|Buyer beware. For many this camera freezes up. I used my successfully 1x and the next time that I wanted to use the camera, it freezes and will do nothing. I followed Go Pro instructions to try and solve the issue and no success. Be sure to check out Youtube videos on the number of people who have had this problem. It is a great little camera if you do not get a lemon. If you do, you are stuck with it if out of warranty so be sure and get the warranty rather than be out $400.00.
B00NIYJF6U|1.0|6|July 29, 2016|Ordered this because I bought a new 2016 Toyota Tacoma ...|Ordered this because I bought a new 2016 Toyota Tacoma and one of the selling features of the truck was "go pro ready".  Which amounts to a plastic mount in place on the windshield!  What a gimmick.  The first go pro ordered, would record for a little over an hour, then dead.  The camera became so hot I could hardly touch it to get it out of the case.  Returned it and another one came very quickly.  The time it took me to set up the first one, package it to send back, coordinate with UPS and then set up the second one ... and it won't hold a charge either.  Something about this camera or faulty battery is absolutely ridiculous, and what a huge price to pay for junk!  I have charged it on the USB port, the plug in usb adapter and it will turn on briefly and dead again.  $400 and more of my time to try and make this work, potential of setting up another one?  Don't have time to keep messing with this expensive equipment that doesn't deliver!!  Guessing maybe they are getting rid of old stock and really don't care about the customer.!
B00NIYJF6U|1.0|0|December 26, 2016|Pretty worried with that product|Delivery in time, no problem. But the cam after 1month doesn't work anymore. Screen was pink, blue, green and now the cam stay locked and no function are avalaible. Pretty worried with that product.
B00NIYJF6U|1.0|2|April 20, 2015|camera freezing up|camera freezing up
B00NIYJF6U|1.0|2|July 15, 2015|The camera freezes.... I have to ...|The camera freezes.... I have to take out the battery and put it back. I do the same thing three or four times until it works
B00NIYJF6U|1.0|0|April 10, 2015|One Star|Mi gopro never function!
