B01DFKC2SO,3,For the most part we really love our Alexa.,3,,,
B01DFKC2SO,3,It does a sorts of fun and helpful things.,2,,Information Giving,
B01DFKC2SO,3,We have had some issues with the Nest and the Echo Dot not working together when it is supposed to and there are times when it just doesn't recognize commands even though we've don't tons of voice training with the device.,2,,Problem Discovery,
B01DFKC2SO,3,"I also find it mildly annoying that you can't just ask a question like,  'Alexa, what sound does a whale make?'",2,,Problem Discovery,
B01DFKC2SO,3,You have to ask her to 'wikipedia' something instead and you don't get the specific info you asked for.,"2,6",,Problem Discovery,
B01DFKC2SO,3,Kind of disappointed.,3,,,
B01DFKC2SO,3,I hope they work on that feature.,2,,Feature Request,
B01DFKC2SO,3,I also hear that sonos is going to pair soon which will be nice.,4,,,
B01DFKC2SO,1,I'm glad I got this as a gift and didn't spend my own money on it because it's the most useless POS that is in my house.,"3,4",,,
B01DFKC2SO,1,Doesn't understand 75% of what you say/ask and is more than frustrating to work with.,2,,Problem Discovery,
B01DFKC2SO,4,It's OK.,3,,,
B01DFKC2SO,4,"In a noisy environment(when tv is on, or when someone is talking nearby) , it won't be able to hear me very well.","2,6",,Problem Discovery,
B01DFKC2SO,4,"Sometimes when it doesn't understand my command, it would just ignore.",2,,Problem Discovery,
B01DFKC2SO,4,Some tasks/skills are not easy to control/adjust (some due to third party apps).,2,,Problem Discovery,
B01DFKC2SO,4,"To play music playlist, I have to let it 'sync' (through the night) before it can understand my command to play the new list.","2,6",,Problem Discovery,
B01DFKC2SO,4,Calendar is easy to add.,2,,Information Giving,
B01DFKC2SO,4,I don't know what the ' text' edit option of the reminder for as it still displays the speech to text 'text'.,"2,6",,Inquiry,
B01DFKC2SO,4,It's fun though.,3,,,
B01DFKC2SO,4,Paired easily enough with the Alexa app on my phone and my Bose Soundlink II bluetooth speaker.,"2,5",,Information Giving,
